strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Pseudomonas_putida_KT2440	1157	1135	1116	1141
Sinorhizobium_meliloti	1130	1110	1125	1160
Lactobacillus_johnsonii	1060	1078	1096	1117
Chlamydophila_pneumoniae_CWL029	1215	1163	1198	1193
Streptomyces_coelicolor	1053	1040	1032	1016
Helicobacter_pylori	1058	1122	1106	1067
Dehalococcoides_ethenogenes_195	1109	1090	1192	1169
Rickettsia_prowazekii	1018	1076	1058	1016
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	1433	NA	1433	NA
Synechococcus_sp._WH_8102	1160	1171	1139	1175
Nitrosomonas_europaea	1174	1121	1198	1141
Mycoplasma_penetrans	992	1001	970	1028
Rhodopseudomonas_palustris	1121	1085	1108	1103
Chlamydophila_pneumoniae_AR39	1146	1125	1118	1141
Escherichia_coli	1177	1142	1165	1204
Xylella_fastidiosa_Temecula1	1080	1198	1099	1206
Treponema_denticola	1175	1150	1107	1134
Helicobacter_pylori_J99	1069	1144	1095	1171
Bacillus_cereus_ATCC_14579	1124	1129	1110	1104
Mycobacterium_avium_subsp._paratuberculosis	NA	1559	NA	1559
Sulfolobus_solfataricus	1139	1014	1153	1036
Lactococcus_lactis_subsp._lactis	1131	1112	1035	1059
Xanthomonas_axonopodis_pv._citri	1083	1099	1104	1085
Borrelia_burgdorferi	1014	993	971	1004
Staphylococcus_aureus_subsp._aureus_MW2	1563	NA	1563	NA
Bordetella_bronchiseptica	1087	1054	1069	1069
Mycobacterium_tuberculosis_CDC1551	1096	1083	1075	1105
Buchnera_aphidicola_Schizaphis_graminum	NA	1523	NA	1523
Haemophilus_ducreyi	1127	1105	1134	1110
Mycobacterium_tuberculosis_H37Rv	1134	1102	1084	1119
Clostridium_tetani	1012	1040	1056	1037
Pyrococcus_furiosus	1189	1189	1205	1172
Acidobacterium_capsulatum_ATCC_51196	1167	1161	1180	1180
Xanthomonas_campestris_pv._campestris	1117	1091	1071	1095
Streptococcus_pneumoniae_R6	1111	1146	1098	1156
Wolinella_succinogenes	1236	1210	1215	1199
Streptococcus_pyogenes_MGAS315	1139	1113	1158	1138
Methanosarcina_acetivorans	1066	1050	1148	1136
Streptococcus_pyogenes	1091	1106	1088	1075
Aquifex_aeolicus	1125	1155	1139	1111
Clostridium_acetobutylicum	1107	1074	1050	1076
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	1689	NA	1689
Streptococcus_pneumoniae	1064	1114	1143	1094
Methanococcus_maripaludis	1069	1088	1099	1076
Cyanidioschyzon_merolae	1147	1117	1078	1161
Clostridium_perfringens	1069	1112	1045	1076
Streptococcus_pyogenes_MGAS8232	1146	1171	1083	1105
Ralstonia_solanacearum	1070	1092	1067	1093
Ureaplasma_parvum	978	1009	984	1016
Mycoplasma_gallisepticum	1002	1089	1116	980
Methanocaldococcus_jannaschii	1106	1086	1129	1060
Staphylococcus_epidermidis	1059	1073	1043	1094
Buchnera_aphidicola_Acyrthosiphon_pisum	1579	NA	1579	NA
Mycoplasma_mycoides_subsp._mycoides_SC	930	962	757	781
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	1795	NA	1795
Escherichia_coli_O157_H7_EDL933	1091	1077	1161	1177
Bordetella_pertussis	1039	1019	966	992
Streptococcus_pyogenes_SSI-1	1146	1165	1090	1127
Aeropyrum_pernix	1191	1177	1186	1175
Wolbachia_sp._wMel	1105	964	983	1076
Pyrococcus_abyssi	1126	1143	1134	1144
Shewanella_oneidensis	1179	1100	1166	1085
Mycobacterium_bovis	1105	1125	1098	1079
Streptococcus_mutans	1144	1135	1087	1125
Vibrio_cholerae	1194	1165	1181	1149
Coxiella_burnetii	1131	1070	1154	1057
Chlamydophila_pneumoniae_TW-183	1179	1173	1182	1154
Candidatus_Blochmannia_floridanus	1096	1050	1076	1045
Pyrobaculum_aerophilum	1199	1202	1216	1186
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1569	NA	1569	NA
Listeria_monocytogenes_str._4b_F2365	1110	1141	1122	1148
Listeria_innocua	1103	1118	1060	1075
Mycoplasma_pulmonis	1031	1018	988	1012
Nanoarchaeum_equitans	1067	1090	1083	1054
Treponema_pallidum	1160	1189	1162	1213
Streptomyces_avermitilis	1068	1043	1037	1062
Staphylococcus_aureus_subsp._aureus_Mu50	1571	NA	1571	NA
Xylella_fastidiosa	1090	1195	1100	1216
Buchnera_aphidicola_Baizongia_pistaciae	NA	1409	NA	1409
Thermoanaerobacter_tengcongensis	1125	1142	1072	1051
Bradyrhizobium_japonicum	1135	1118	1123	1103
Corynebacterium_glutamicum_ATCC_13032	1228	1183	1203	1203
Caulobacter_vibrioides	1097	1081	1085	1071
Onion_yellows_phytoplasma	1064	825	850	1029
Mesorhizobium_loti	1129	1136	1146	1119
Fusobacterium_nucleatum_subsp._nucleatum	NA	1485	NA	1485
Bdellovibrio_bacteriovorus	1190	1197	1210	1212
Yersinia_pestis	1146	1204	1128	1194
Chlamydia_muridarum	1115	1135	1161	1122
Salmonella_typhi	1188	1233	1246	1198
Bacillus_halodurans	1127	1173	1186	1135
Bacteroides_thetaiotaomicron	1137	1192	1173	1156
Synechococcus_elongatus	1162	1202	1177	1182
Thermus_thermophilus_HB27	1097	1074	1093	1108

