strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1829	633	618	1852
Shigella_flexneri_2a_str._2457T	1302	590	1270	574
Porphyromonas_gingivalis	1361	604	1337	629
Corynebacterium_diphtheriae	1534	621	639	1593
Photorhabdus_luminescens_subsp._laumondii	1496	NA	1496	NA
Oceanobacillus_iheyensis	1630	664	1621	629
Enterococcus_faecalis	622	1672	638	1656
Tropheryma_whipplei_str._Twist	609	1368	1336	605
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	2133	NA	2133	NA
Thermoplasma_acidophilum	700	1543	615	1534
Fibrobacter_succinogenes_subsp._succinogenes_S85	1613	NA	1613	NA
Sulfolobus_tokodaii	1829	589	669	1817
Chromobacterium_violaceum	1662	1671	609	665
Neisseria_meningitidis_serogroup_A	1325	1320	596	575
Neisseria_meningitidis_serogroup_B	584	1255	570	1235
Mycoplasma_pneumoniae	634	633	1380	1362
Bifidobacterium_longum	1568	1572	563	726
Synechocystis_sp._PCC_6803	1498	641	1477	644
Pyrococcus_horikoshii	1597	594	711	1640
Bordetella_parapertussis	663	1782	577	1752
Mycobacterium_leprae	1503	1487	647	609
Thermotoga_maritima	656	1505	1485	660
Streptococcus_agalactiae_serogroup_V	1625	1608	621	602
Lactobacillus_plantarum	672	1499	1544	617
Listeria_monocytogenes	1689	1693	619	668
Methanosarcina_mazei	1442	1428	617	613
Chlorobaculum_tepidum	600	1562	1531	651
Chlamydophila_caviae	648	1745	1734	660
Solibacter_usitatus_Ellin6076	605	671	1575	1568
Shigella_flexneri	586	1261	1283	555
Prochlorococcus_marinus_str._MIT_9313	716	579	1473	1507
Mycoplasma_mobile_163K	543	2070	2161	713
Tropheryma_whipplei_TW0827	649	1506	572	1495
Chlamydia_trachomatis	654	1645	1621	663
Methanopyrus_kandleri	592	1717	707	1835
Pseudomonas_syringae_pv._tomato	1483	1459	610	619
Caenorhabditis_briggsae	535	1222	571	1223
Rhodopseudomonas_palustris	611	1780	1749	686
Gloeobacter_violaceus	1684	630	1680	650
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1683	NA	1683
