strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Rickettsia_conorii	716	1827	1839	591
Leishmania_major	593	1382	572	1366
Thermoplasma_volcanium	614	690	1475	1550
Pseudomonas_aeruginosa	1674	1671	581	616
Helicobacter_hepaticus	641	630	1673	1673
Streptococcus_agalactiae_serogroup_III	607	1584	1607	577
Mycoplasma_genitalium	591	2071	2097	668
Haemophilus_influenzae	597	608	1503	1525
Pasteurella_multocida	1563	624	659	1547
Prochlorococcus_marinus	1554	680	1524	607
Corynebacterium_glutamicum	636	1451	1439	619
Archaeoglobus_fulgidus	626	672	1546	1534
Bacillus_subtilis	639	1526	1513	674
Staphylococcus_aureus_subsp._aureus_N315	1878	NA	1878	NA
Corynebacterium_efficiens	604	1557	631	1496
Geobacter_sulfurreducens	1690	633	1690	645
Yersinia_pestis_KIM	1329	622	1326	610
Bacillus_cereus_ATCC_10987	1604	679	578	1613
Pseudomonas_putida_KT2440	1653	1662	681	591
Sinorhizobium_meliloti	1671	640	619	1663
Lactobacillus_johnsonii	652	1687	1662	608
Chlamydophila_pneumoniae_CWL029	1525	708	1572	615
Streptomyces_coelicolor	1978	1983	594	659
Helicobacter_pylori	627	1602	617	1632
Dehalococcoides_ethenogenes_195	1507	625	1559	563
Rickettsia_prowazekii	593	1971	688	1931
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	2468	NA	2468	NA
Synechococcus_sp._WH_8102	640	1558	637	1568
Nitrosomonas_europaea	617	1408	603	1409
Mycoplasma_penetrans	1863	761	1916	NA
Bacillus_anthracis_str._Ames	607	1719	668	1701
Chlamydophila_pneumoniae_AR39	669	1498	1447	651
Escherichia_coli	1530	1485	666	618
Xylella_fastidiosa_Temecula1	553	1410	1399	642
Treponema_denticola	642	1699	1632	633
Helicobacter_pylori_J99	618	1576	576	1516
Bacillus_cereus_ATCC_14579	1643	621	1649	649
Mycobacterium_avium_subsp._paratuberculosis	NA	1933	NA	1933
Sulfolobus_solfataricus	1421	634	1403	507
Lactococcus_lactis_subsp._lactis	1601	605	611	1613
Xanthomonas_axonopodis_pv._citri	596	1744	1743	663
Borrelia_burgdorferi	1970	1971	604	621
Staphylococcus_aureus_subsp._aureus_MW2	1861	NA	1861	NA
Bordetella_bronchiseptica	1800	1804	614	628
Mycobacterium_tuberculosis_CDC1551	1662	618	1609	617
Buchnera_aphidicola_Schizaphis_graminum	NA	1725	NA	1725
Haemophilus_ducreyi	1671	1714	675	561
Mycobacterium_tuberculosis_H37Rv	594	1750	671	1733
Clostridium_tetani	669	1908	1879	575
Pyrococcus_furiosus	1491	672	1504	579
Acidobacterium_capsulatum_ATCC_51196	668	1645	1615	634
Xanthomonas_campestris_pv._campestris	611	656	1748	1758
Streptococcus_pneumoniae_R6	1571	1589	658	580
Wolinella_succinogenes	638	1635	627	1596
Streptococcus_pyogenes_MGAS315	1619	666	585	1616
Methanosarcina_acetivorans	1320	1314	622	588
Streptococcus_pyogenes	1658	629	1623	605
Aquifex_aeolicus	1597	623	1681	698
Clostridium_acetobutylicum	627	1894	621	1881
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	1834	NA	1834
Streptococcus_pneumoniae	634	1549	610	1567
Methanococcus_maripaludis	686	1819	642	1790
Cyanidioschyzon_merolae	1441	1398	588	619
Clostridium_perfringens	1928	1888	628	620
Streptococcus_pyogenes_MGAS8232	590	651	1571	1564
Ralstonia_solanacearum	643	1738	615	1766
Ureaplasma_parvum	655	2262	2262	562
Mycoplasma_gallisepticum	1582	1585	608	580
Methanocaldococcus_jannaschii	1865	597	1874	700
Staphylococcus_epidermidis	563	648	1820	1868
Buchnera_aphidicola_Acyrthosiphon_pisum	2106	NA	2106	NA
Mycoplasma_mycoides_subsp._mycoides_SC	1490	1508	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	1577	NA	1577
Escherichia_coli_O157_H7_EDL933	560	1288	1272	620
Bordetella_pertussis	561	564	1584	1577
Streptococcus_pyogenes_SSI-1	668	1640	584	1655
Aeropyrum_pernix	1760	676	633	1715
Wolbachia_sp._wMel	1455	1453	545	606
Pyrococcus_abyssi	692	622	1640	1616
Shewanella_oneidensis	592	1337	1410	626
Mycobacterium_bovis	619	655	1728	1720
Streptococcus_mutans	597	1628	1692	657
Vibrio_cholerae	1466	1477	611	684
Coxiella_burnetii	1380	567	1401	598
Chlamydophila_pneumoniae_TW-183	629	1522	1511	736
Candidatus_Blochmannia_floridanus	2192	528	725	2164
Pyrobaculum_aerophilum	1398	602	664	1410
Escherichia_coli_O157_H7	1351	597	618	1374
Listeria_monocytogenes_str._4b_F2365	608	660	1572	1625
Listeria_innocua	1669	645	618	1668
Mycoplasma_pulmonis	2042	2075	687	582
Nanoarchaeum_equitans	1851	873	NA	1998
Treponema_pallidum	669	647	1644	1624
Streptomyces_avermitilis	644	1899	1876	621
Staphylococcus_aureus_subsp._aureus_Mu50	1787	NA	1787	NA
Xylella_fastidiosa	607	597	1455	1496
Buchnera_aphidicola_Baizongia_pistaciae	NA	1987	NA	1987
Thermoanaerobacter_tengcongensis	1457	1482	588	570
Bradyrhizobium_japonicum	619	1683	1674	647
Corynebacterium_glutamicum_ATCC_13032	623	1530	660	1534
Caulobacter_vibrioides	600	1684	1740	670
Onion_yellows_phytoplasma	1240	1181	NA	565
Mesorhizobium_loti	649	1733	637	1712
Fusobacterium_nucleatum_subsp._nucleatum	NA	1938	NA	1938
Bdellovibrio_bacteriovorus	713	623	1517	1576
Yersinia_pestis	640	582	1397	1372
Chlamydia_muridarum	635	1732	650	1680
Salmonella_typhi	1449	1466	670	631
Bacillus_halodurans	613	622	1447	1437
Bacteroides_thetaiotaomicron	616	666	1539	1543
Synechococcus_elongatus	1555	1565	669	613
Thermus_thermophilus_HB27	1802	595	1857	646

