All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  77           
    # relocations                76           
    # translocations             0            
    # inversions                 1            
# possibly misassembled contigs  2            
# misassembled contigs           77           
Misassembled contigs length      141726       
# local misassemblies            0            
# mismatches                     32150        
# indels                         25           
    # short indels               25           
    # long indels                0            
Indels length                    25           
