Assembly                     final.contigs
# misassemblies              5            
    # relocations            5            
    # translocations         0            
    # inversions             0            
# misassembled contigs       5            
Misassembled contigs length  31226        
# local misassemblies        4            
# mismatches                 10795        
# indels                     1            
    # short indels           0            
    # long indels            1            
Indels length                24           
