Assembly	scaffolds
# misassemblies	16
    # relocations	16
    # translocations	0
    # inversions	0
    # interspecies translocations	0
# possibly misassembled contigs	1
# misassembled contigs	15
Misassembled contigs length	86787
# local misassemblies	10
# mismatches	7229
# indels	1414
    # short indels	738
    # long indels	676
Indels length	11527
