All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  33           
    # relocations                33           
    # translocations             0            
    # inversions                 0            
# possibly misassembled contigs  1            
# misassembled contigs           32           
Misassembled contigs length      76798        
# local misassemblies            0            
# mismatches                     10574        
# indels                         14           
    # short indels               14           
    # long indels                0            
Indels length                    14           
