Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	    # interspecies translocations	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# mismatches	# indels	    # short indels	    # long indels	Indels length
contigs	3	0	0	0	3	0	3	122783	4	71531	45	45	0	58
