Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	    # interspecies translocations	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# mismatches	# indels	    # short indels	    # long indels	Indels length
contigs	2	0	0	0	2	0	2	139104	2	79034	49	49	0	57
