Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	    # interspecies translocations	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# mismatches	# indels	    # short indels	    # long indels	Indels length
final.contigs	7	7	0	0	0	0	7	13721	3	32739	395	394	1	547
