All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     final.contigs
# misassemblies              12           
    # relocations            4            
    # translocations         0            
    # inversions             8            
# misassembled contigs       12           
Misassembled contigs length  10609        
# local misassemblies        16           
# mismatches                 50732        
# indels                     57           
    # short indels           57           
    # long indels            0            
Indels length                58           
