Assembly	scaffolds
# misassemblies	13
    # relocations	13
    # translocations	0
    # inversions	0
# possibly misassembled contigs	103
# misassembled contigs	13
Misassembled contigs length	131374
# local misassemblies	8
# mismatches	46518
# indels	435
    # short indels	35
    # long indels	400
Indels length	22028
