All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     final.contigs
# misassemblies              7            
    # relocations            6            
    # translocations         0            
    # inversions             1            
# misassembled contigs       7            
Misassembled contigs length  7305         
# local misassemblies        4            
# mismatches                 54984        
# indels                     70           
    # short indels           69           
    # long indels            1            
Indels length                155          
