Assembly	scaffolds
# contigs (>= 1000 bp)	29
# contigs (>= 5000 bp)	24
# contigs (>= 10000 bp)	21
# contigs (>= 25000 bp)	18
# contigs (>= 50000 bp)	10
Total length (>= 1000 bp)	1829132
Total length (>= 5000 bp)	1817262
Total length (>= 10000 bp)	1794235
Total length (>= 25000 bp)	1755285
Total length (>= 50000 bp)	1481951
# contigs	31
Largest contig	315025
Total length	1830654
GC (%)	50.45
N50	165140
N75	67335
L50	4
L75	9
# N's per 100 kbp	0.00
