Assembly	scaffolds
# misassemblies	11
    # relocations	11
    # translocations	0
    # inversions	0
# possibly misassembled contigs	1
# misassembled contigs	7
Misassembled contigs length	569905
# local misassemblies	16
# mismatches	3175
# indels	454
    # short indels	440
    # long indels	14
Indels length	878
