All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                     final.contigs
# misassemblies              4            
    # relocations            3            
    # translocations         0            
    # inversions             1            
# misassembled contigs       4            
Misassembled contigs length  4800         
# local misassemblies        10           
# mismatches                 553          
# indels                     6            
    # short indels           6            
    # long indels            0            
Indels length                6            
