Assembly	contigs
# misassemblies	40
    # relocations	39
    # translocations	0
    # inversions	1
# misassembled contigs	39
Misassembled contigs length	114373
# local misassemblies	8
# mismatches	35589
# indels	67
    # short indels	65
    # long indels	2
Indels length	169
