Assembly	contigs
# misassemblies	26
    # relocations	26
    # translocations	0
    # inversions	0
# misassembled contigs	26
Misassembled contigs length	54456
# local misassemblies	3
# mismatches	21269
# indels	32
    # short indels	31
    # long indels	1
Indels length	124
