Assembly	scaffolds
# misassemblies	268
    # relocations	221
    # translocations	0
    # inversions	45
    # interspecies translocations	2
# possibly misassembled contigs	13
# misassembled contigs	42
Misassembled contigs length	4251762
# local misassemblies	4
# mismatches	39159
# indels	57
    # short indels	57
    # long indels	0
Indels length	58
