All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  79           
    # relocations                78           
    # translocations             0            
    # inversions                 1            
# possibly misassembled contigs  15           
# misassembled contigs           72           
Misassembled contigs length      273081       
# local misassemblies            0            
# mismatches                     28377        
# indels                         29           
    # short indels               29           
    # long indels                0            
Indels length                    29           
